,base,clouds.all,cod,coord.lat,coord.lon,dt,id,main.grnd_level,main.humidity,main.pressure,main.sea_level,main.temp,main.temp_max,main.temp_min,message,name,rain.1h,rain.3h,sys.country,sys.id,sys.message,sys.sunrise,sys.sunset,sys.type,visibility,weather,wind.deg,wind.gust,wind.speed
223,stations,0.0,200,-20.25,-43.81,1541019600.0,3460954.0,,61.0,1017.0,,78.75,80.6,77.0,,Praia,,,BR,4558.0,0.0037,1540973599.0,1541019871.0,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",60.0,,4.7
224,stations,24.0,200,-46.43,-67.52,1541024779.0,3863379.0,1014.58,46.0,1014.58,1036.26,55.42,55.42,55.42,,Mar del Plata,,,AR,,0.0031,1540976736.0,1541028151.0,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",32.5009,,14.72
225,stations,0.0,200,-19.11,33.48,1541019600.0,1049261.0,,83.0,1016.0,,69.8,69.8,69.8,,Chimoio,,,MZ,6847.0,0.003,1540955137.0,1541001233.0,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",160.0,,6.93
226,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
227,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
228,stations,90.0,200,49.72,-86.95,1541023200.0,5960603.0,,93.0,1004.0,,35.6,35.6,35.6,,Geraldton,,,CA,3656.0,0.004,1540989406.0,1541024713.0,1.0,24140.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",230.0,,8.05
229,stations,48.0,200,9.51,-7.57,1541024781.0,2283016.0,974.62,79.0,974.62,1025.64,74.45,74.45,74.45,,Odienne,,,CI,,0.0036,1540966812.0,1541009240.0,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",29.5009,,5.66
230,stations,0.0,200,47.92,106.92,1541023200.0,2028462.0,,32.0,1014.0,,39.2,39.2,39.2,,Ulaanbaatar,,,MN,7435.0,0.0032,1540942571.0,1540978493.0,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",200.0,,6.71
231,stations,48.0,200,58.6,99.18,1541024782.0,1503037.0,995.93,53.0,995.93,1029.9,23.15,23.15,23.15,,Kodinsk,,,RU,,0.0034,1540946312.0,1540978452.0,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",243.001,,9.46
232,stations,0.0,200,-40.81,-62.99,1541024782.0,3832899.0,1034.52,47.0,1034.52,1038.33,53.39,53.39,53.39,,Viedma,,,AR,,0.0026,1540976367.0,1541026334.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",146.501,,12.71
233,stations,0.0,200,-1.8,-53.48,1541024783.0,3391287.0,1015.79,51.0,1015.79,1020.13,90.92,90.92,90.92,,Prainha,,,BR,,0.0032,1540977130.0,1541020966.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",86.5009,,5.77
234,stations,48.0,200,9.66,-68.59,1541024784.0,3628503.0,997.96,93.0,997.96,1022.03,78.23,78.23,78.23,,San Carlos,,10.825,VE,,0.004,1540981468.0,1541023872.0,,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",17.0009,,7.23
235,stations,24.0,200,-46.28,169.85,1541024784.0,2208248.0,1009.47,71.0,1009.47,1026.78,49.34,49.34,49.34,,Kaitangata,,,NZ,,0.0034,1540919849.0,1540971102.0,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",260.001,,17.63
236,stations,40.0,200,35.61,-88.82,1541023200.0,4632595.0,,73.0,1011.0,,73.51,75.2,71.6,,Jackson,,,US,2518.0,0.0034,1540988229.0,1541026802.0,1.0,16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",200.0,8.2,13.87
237,stations,56.0,200,66.83,70.83,1541024785.0,1486321.0,1038.57,100.0,1038.57,1039.91,13.88,13.88,13.88,,Yar-Sale,,,RU,,0.0032,1540955788.0,1540982567.0,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",19.0009,,0.4
238,stations,0.0,200,40.12,124.37,1541024786.0,2037886.0,1026.98,81.0,1026.98,1040.44,23.33,23.33,23.33,,Dandong,,,CN,,0.0033,1540937464.0,1540975233.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",325.501,,2.75
239,stations,44.0,200,24.05,81.38,1541024786.0,1276455.0,982.24,85.0,982.24,1027.26,70.49,70.49,70.49,,Beohari,,,IN,,0.0033,1540946425.0,1540986920.0,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",83.5009,,2.75
240,stations,0.0,200,59.48,11.66,1541022600.0,3143427.0,,75.0,1016.0,,42.8,42.8,42.8,,Orje,,,NO,5325.0,0.0032,1540967565.0,1540999207.0,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",220.0,,4.7
241,stations,0.0,200,33.9,117.93,1541024787.0,1793899.0,1038.73,94.0,1038.73,1041.89,38.63,38.63,38.63,,Suicheng,,,CN,,0.0031,1540938424.0,1540977370.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",126.001,,2.98
242,stations,92.0,200,43.32,145.57,1541024788.0,2128975.0,1023.82,100.0,1023.82,1024.06,49.16,49.16,49.16,,Nemuro,,1.065,JP,,0.0037,1540932717.0,1540969801.0,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",341.501,,18.41
243,stations,0.0,200,51.5,156.52,1541024788.0,2122293.0,989.37,98.0,989.37,1013.36,34.49,34.49,34.49,,Ozernovskiy,,,RU,,0.0033,1540931175.0,1540966077.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",41.5009,,5.66
244,stations,88.0,200,58.01,114.28,1541024788.0,2027196.0,929.47,82.0,929.47,1030.71,23.65,23.65,23.65,,Balakhninskiy,,,RU,,0.0032,1540942548.0,1540974970.0,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",210.001,,3.09
245,stations,90.0,200,56.07,37.56,1541021400.0,503977.0,,93.0,1036.0,,34.59,35.6,33.8,,Marfino,,,RU,7323.0,0.0072,1540960577.0,1540993769.0,1.0,10000.0,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",170.0,,8.95
246,stations,0.0,200,52.47,44.96,1541024789.0,531383.0,1031.68,81.0,1031.68,1060.66,19.73,19.73,19.73,,Malaya Serdoba,,,RU,,0.0031,1540958140.0,1540992659.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",149.001,,7.23
247,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
248,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
249,stations,0.0,200,14.97,8.88,1541024790.0,2439155.0,970.89,17.0,970.89,1024.63,76.79,76.79,76.79,,Tanout,,,NE,,0.0031,1540963211.0,1541004940.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",79.0009,,9.24
250,stations,64.0,200,-7.37,108.54,1541024791.0,1650233.0,985.07,93.0,985.07,1022.72,67.61,67.61,67.61,,Banjar,,,ID,,0.0034,1540937902.0,1540982430.0,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",189.001,,1.86
251,stations,8.0,200,-31.97,141.45,1541024791.0,2173911.0,997.96,30.0,997.96,1029.17,73.87,73.87,73.87,,Broken Hill,,,AU,,0.0035,1540928228.0,1540976330.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",36.0009,,14.05
252,stations,40.0,200,29.74,-97.91,1541022960.0,4695361.0,,76.0,1007.0,,79.29,80.96,78.08,,Galle,0.25,,US,2716.0,0.0049,1540989908.0,1541029491.0,1.0,16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",210.0,10.3,18.34
253,stations,92.0,200,18.44,1.41,1541024792.0,2455290.0,972.02,34.0,972.02,1025.2,82.1,82.1,82.1,,Kidal,,,ML,,0.0028,1540965234.0,1541006500.0,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",349.001,,6.44
254,stations,0.0,200,36.72,15.09,1541022600.0,6539213.0,,77.0,1021.0,,66.2,66.2,66.2,,Pachino,,,IT,5759.0,0.0063,1540963377.0,1541001777.0,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",60.0,,10.29
255,stations,0.0,200,-43.25,-65.31,1541024793.0,3833883.0,1027.87,39.0,1027.87,1039.1,54.43,54.43,54.43,,Trelew,,,AR,,0.0026,1540976630.0,1541027190.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",97.0009,,9.57
256,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
257,stations,20.0,200,5.36,-74.39,1541024794.0,3687505.0,910.17,64.0,910.17,1018.67,80.03,80.03,80.03,,La Palma,,0.145,CO,,0.0035,1540982591.0,1541025536.0,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",310.501,,1.74
258,stations,80.0,200,66.0,57.56,1541024794.0,863061.0,1031.68,92.0,1031.68,1041.17,27.25,27.25,27.25,,Usinsk,,,RU,,0.0054,1540958619.0,1540986107.0,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",238.001,,9.24
259,stations,0.0,200,50.23,106.21,1541024795.0,2029156.0,936.27,70.0,936.27,1027.67,28.64,28.64,28.64,,Suhbaatar,,,MN,,0.0031,1540943070.0,1540978333.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",166.001,,7.0
260,stations,1.0,200,36.62,-121.92,1541022900.0,5380437.0,,52.0,1019.0,,72.57,78.8,66.02,,Pacific Grove,,,US,431.0,0.0041,1540996273.0,1541034645.0,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",340.0,,3.36
261,stations,75.0,200,51.26,-80.61,1541023200.0,6078372.0,,93.0,1001.0,,37.4,37.4,37.4,,Moose Factory,,,CA,3683.0,0.0036,1540988118.0,1541022955.0,1.0,14484.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",210.0,,4.7
262,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
263,stations,76.0,200,69.38,178.42,1541024797.0,2123814.0,1011.01,100.0,1011.01,1013.73,22.3,22.3,22.3,,Leningradskiy,,,RU,,0.0032,1540931224.0,1540955482.0,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",312.001,,8.34
264,stations,0.0,200,25.04,102.71,1541019600.0,1804651.0,,75.0,1028.0,,46.4,46.4,46.4,,Kunming,,,CN,7437.0,0.0027,1540941376.0,1540981731.0,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",102.001,,2.75
265,stations,90.0,200,45.18,8.4,1541022900.0,3164565.0,,100.0,1017.0,,48.24,50.0,44.6,,Vila,,,IT,5799.0,0.0053,1540965888.0,1541002469.0,1.0,100.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",10.0,,9.17
266,stations,75.0,200,2.29,111.83,1541023200.0,1735902.0,,100.0,1008.0,,73.4,73.4,73.4,,Sibu,,,MY,8112.0,0.0032,1540937708.0,1540981038.0,1.0,800.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,,3.36
267,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
268,stations,8.0,200,26.23,66.31,1541024799.0,1182998.0,958.81,50.0,958.81,1027.91,56.36,56.36,56.36,,Bela,,,PK,,0.0029,1540950203.0,1540990374.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",356.501,,1.3
269,stations,56.0,200,-41.87,-73.83,1541024799.0,3899695.0,1024.95,57.0,1024.95,1032.73,58.52,58.52,58.52,,Ancud,,,CL,,0.0034,1540978842.0,1541029065.0,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",237.001,,2.86
270,stations,0.0,200,53.27,140.15,1541024800.0,2123621.0,1008.34,90.0,1008.34,1023.49,24.55,24.55,24.55,,Mago,,,RU,,0.0058,1540935400.0,1540969707.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",212.501,,4.09
271,stations,90.0,200,60.79,-161.76,1541023260.0,5880568.0,,100.0,1016.0,,35.06,35.06,35.06,,Bethel,,,US,28.0,0.004,1541009604.0,1541040406.0,1.0,402.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",40.0,,6.93
272,stations,44.0,200,0.52,25.21,1541024801.0,212730.0,971.86,97.0,971.86,1021.83,74.09,74.09,74.09,,Kisangani,,,CD,,0.0067,1540958388.0,1541001936.0,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",34.0009,,1.74
273,stations,80.0,200,-3.38,35.86,1541024801.0,152743.0,887.8,91.0,887.8,1023.66,68.38,68.38,68.38,,Mto wa Mbu,,0.765,TZ,,0.0033,1540955592.0,1540999623.0,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",106.001,,2.53
274,stations,90.0,200,54.77,-101.88,1541023200.0,5954718.0,,63.0,1012.0,,26.6,26.6,26.6,,Flin Flon,,,CA,3383.0,0.0089,1540993837.0,1541027441.0,1.0,24140.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,,4.7
275,stations,64.0,200,8.17,-76.06,1541024802.0,3667158.0,1007.36,85.0,1007.36,1021.26,83.05,83.05,83.05,,Tierralta,,3.63,CO,,0.0032,1540983167.0,1541025760.0,,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",266.501,,7.34
276,stations,0.0,200,37.61,28.06,1541022600.0,318372.0,,87.0,1023.0,,57.69,59.0,55.4,,Cine,,,TR,6083.0,0.0049,1540960347.0,1540998581.0,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",130.0,,4.7
277,stations,0.0,200,-22.12,14.28,1541024803.0,3356832.0,1013.04,100.0,1013.04,1026.53,58.03,58.03,58.03,,Henties Bay,,,NA,,0.003,1540959526.0,1541006062.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",305.501,,4.32
278,stations,20.0,200,13.64,-88.78,1541022600.0,3583178.0,,69.0,1014.0,,84.2,86.0,82.4,,San Vicente,,,SV,4205.0,0.0037,1540986569.0,1541028460.0,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",220.0,,6.93
279,stations,20.0,200,39.42,22.43,1541022600.0,262462.0,,93.0,1025.0,,59.0,59.0,59.0,,Chara,,,GR,5674.0,0.0038,1540961877.0,1540999751.0,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",230.0,,5.82
280,stations,75.0,200,20.89,-156.47,1541023740.0,5847411.0,,79.0,1015.0,,80.76,82.94,77.0,,Kahului,,,US,823.0,0.004,1541003306.0,1541044208.0,1.0,16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",360.0,,9.17
281,stations,0.0,200,-31.47,19.78,1541024805.0,3369174.0,916.5,40.0,916.5,1030.55,43.63,43.63,43.63,,Calvinia,,,ZA,,0.0033,1540957455.0,1541005503.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",198.501,,5.21
282,stations,75.0,200,27.91,-15.45,1541023200.0,2522325.0,,64.0,1021.0,,69.8,69.8,69.8,,Aguimes,,,ES,5516.0,0.0034,1540969963.0,1541009857.0,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",340.0,,8.05
283,stations,0.0,200,34.0,119.83,1541024806.0,1812427.0,1040.35,84.0,1040.35,1041.53,39.62,39.62,39.62,,Dongkan,,,CN,,0.0032,1540937977.0,1540976905.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",49.0009,,3.31
284,stations,1.0,200,39.41,-74.36,1541022960.0,4500920.0,,74.0,1015.0,,61.25,64.04,59.0,,Brigantine,,,US,1964.0,0.0038,1540985124.0,1541022963.0,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200.0,,11.41
285,stations,0.0,200,-2.02,147.27,1541024807.0,2092164.0,1021.22,100.0,1021.22,1023.53,83.99,83.99,83.99,,Lorengau,,,PG,,0.0032,1540928939.0,1540972799.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",129.501,,7.23
286,stations,0.0,200,-29.95,-71.34,1541019600.0,3893629.0,,72.0,1016.0,,62.6,62.6,62.6,,Coquimbo,,,CL,4666.0,0.0031,1540979443.0,1541027250.0,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",290.0,,12.75
287,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
288,stations,8.0,200,-19.55,169.27,1541024808.0,2136825.0,1030.63,100.0,1030.63,1032.73,74.27,74.27,74.27,,Isangel,,,VU,,0.0036,1540922528.0,1540968664.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",112.001,,14.27
289,stations,76.0,200,56.84,124.9,1541024809.0,2025261.0,931.57,83.0,931.57,1036.06,15.41,15.41,15.41,,Chulman,,,RU,,0.0031,1540939741.0,1540972681.0,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",71.5009,,2.64
290,stations,90.0,200,38.81,-94.93,1541022780.0,4271935.0,,52.0,1016.0,,54.84,55.94,53.96,,Gardner,,,US,1086.0,0.0293,1540990004.0,1541027957.0,1.0,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",350.0,,10.29
291,stations,8.0,200,-20.63,-46.0,1541024810.0,3453439.0,925.74,54.0,925.74,1024.91,81.7,81.7,81.7,,Ponta do Sol,,,BR,,0.0038,1540974096.0,1541020424.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",32.5009,,2.75
292,stations,1.0,200,34.42,-119.7,1541023020.0,5392952.0,,30.0,1017.0,,77.4,80.96,73.94,,Santa Barbara,,,US,486.0,0.0084,1540995537.0,1541034317.0,1.0,16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",240.0,,8.05
293,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
294,stations,0.0,200,34.7,138.93,1541024811.0,1852357.0,1021.39,100.0,1021.39,1030.75,60.82,60.82,60.82,,Shimoda,,,JP,,0.0039,1540933451.0,1540972262.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",32.0009,,11.59
295,stations,20.0,200,47.49,10.72,1541022600.0,2767511.0,,44.0,1016.0,,45.7,57.2,37.4,,Reutte,,,AT,5930.0,0.0048,1540965626.0,1541001615.0,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",120.0,16.5,23.04
296,stations,20.0,200,-6.97,-34.84,1541019600.0,3404558.0,,78.0,1014.0,,78.8,78.8,78.8,,Cabedelo,,,BR,4516.0,0.0039,1540972333.0,1541016819.0,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",110.0,,10.29
297,stations,76.0,200,57.41,-6.19,1541024812.0,2640006.0,1002.66,100.0,1002.66,1013.28,46.01,46.01,46.01,,Portree,,,GB,,0.0032,1540971374.0,1541003970.0,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",210.501,,17.85
298,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
299,stations,36.0,200,-23.49,-58.8,1541024813.0,3437443.0,1007.61,42.0,1007.61,1017.09,97.31,97.31,97.31,,Pozo Colorado,,,PY,,0.0032,1540976955.0,1541023712.0,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",344.501,,15.5
300,stations,36.0,200,66.94,-53.67,1541024813.0,3419842.0,992.37,100.0,992.37,1030.42,6.77,6.77,6.77,,Sisimiut,,,GL,,0.0035,1540985799.0,1541012315.0,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",111.501,,3.65
301,stations,0.0,200,29.21,119.46,1541024814.0,1804442.0,1013.77,99.0,1013.77,1039.67,46.15,46.15,46.15,,Lanxi,,,CN,,0.0033,1540937670.0,1540977394.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",44.5009,,4.99
302,stations,20.0,200,1.49,124.85,1541023200.0,1636544.0,,88.0,1009.0,,77.0,77.0,77.0,,Manado,,,ID,8012.0,0.0041,1540934534.0,1540977963.0,1.0,9000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",140.0,,2.24
303,stations,20.0,200,36.47,8.55,1541023200.0,2464157.0,,45.0,1014.0,,64.22,66.2,62.6,,Wadi Maliz,,,TN,6327.0,0.0032,1540964924.0,1541003369.0,1.0,8000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",197.501,,5.77
304,stations,40.0,200,5.59,-55.2,1541023200.0,3383384.0,,83.0,1011.0,,80.64,82.4,78.8,,Onverwacht,,,SR,4780.0,0.0035,1540977999.0,1541020916.0,1.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]",90.0,,3.36
305,stations,8.0,200,-42.77,-65.04,1541024815.0,3840092.0,1034.27,72.0,1034.27,1039.3,52.22,52.22,52.22,,Puerto Madryn,,,AR,,0.0038,1540976625.0,1541027064.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",117.501,,10.8
306,stations,32.0,200,22.76,100.79,1541024816.0,1794209.0,886.34,78.0,886.34,1031.36,50.06,50.06,50.06,,Simao,,,CN,,0.0038,1540941673.0,1540982357.0,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",358.001,,2.3
307,stations,40.0,200,5.43,7.07,1541023200.0,2337542.0,,94.0,1011.0,,77.0,77.0,77.0,,Naze,,,NG,6299.0,0.0027,1540963044.0,1541005983.0,1.0,8000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",217.001,,7.34
308,stations,0.0,200,25.52,91.27,1541024817.0,1261205.0,966.19,95.0,966.19,1027.83,60.82,60.82,60.82,,Nongstoin,,,IN,,0.0032,1540944158.0,1540984440.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",129.001,,0.63
309,stations,90.0,200,39.95,-94.76,1541022780.0,4407665.0,,59.0,1016.0,,55.04,55.04,55.04,,Kodiak,,,US,1664.0,0.0041,1540990079.0,1541027799.0,1.0,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",23.5009,,4.43
310,stations,20.0,200,8.96,38.73,1541019600.0,344979.0,,47.0,1027.0,,55.4,55.4,55.4,,Lebu,,,ET,6338.0,0.003,1540955664.0,1540998164.0,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",70.0,,6.93
311,stations,1.0,200,34.47,-114.34,1541022960.0,5301388.0,,14.0,1016.0,,76.73,78.08,75.2,,Lake Havasu City,,,US,311.0,0.0035,1540994255.0,1541033027.0,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",310.0,11.3,14.99
312,,,404,,,,,,,,,,,,city not found,,,,,,,,,,,,,,
313,stations,44.0,200,-2.67,141.3,1541024819.0,2084442.0,1023.01,100.0,1023.01,1023.17,83.05,83.05,83.05,,Vanimo,,0.32,PG,,0.0033,1540930332.0,1540974272.0,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",113.001,,9.24
314,stations,0.0,200,-20.73,139.49,1541023200.0,2065594.0,,40.0,1015.0,,86.0,86.0,86.0,,Mount Isa,,,AU,8171.0,0.0034,1540929589.0,1540975898.0,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",230.0,,9.17
315,stations,100.0,200,-23.95,31.14,1541023200.0,965528.0,,77.0,1015.0,,68.0,68.0,68.0,,Phalaborwa,,,ZA,6559.0,0.0036,1540955345.0,1541002153.0,1.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",160.0,,9.17
316,stations,75.0,200,-41.13,-71.31,1541019600.0,7647007.0,,47.0,1019.0,,55.4,55.4,55.4,,San Carlos de Bariloche,,,AR,4774.0,0.0039,1540978325.0,1541028371.0,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",50.0,,11.41
317,stations,90.0,200,65.32,21.48,1541022600.0,603570.0,,100.0,1004.0,,42.8,42.8,42.8,,Pitea,,,SE,5414.0,0.0032,1540967024.0,1540995022.0,1.0,10000.0,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",200.0,,10.29
318,stations,0.0,200,27.97,-114.04,1541024821.0,4021858.0,1015.31,41.0,1015.31,1026.82,83.0,83.0,83.0,,Guerrero Negro,,,MX,,0.0031,1540993640.0,1541033502.0,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",5.00085,,8.34
319,stations,20.0,200,44.31,18.68,1541023200.0,3189621.0,,81.0,1024.0,,50.2,51.8,48.2,,Stupari,,,BA,5968.0,0.0033,1540963313.0,1541000110.0,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,1.12
320,stations,40.0,200,-15.29,-39.07,1541019600.0,3445781.0,,88.0,1014.0,,78.8,78.8,78.8,,Una,,,BR,4511.0,0.0036,1540972807.0,1541018383.0,1.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]",30.0,,5.82
321,stations,90.0,200,45.52,-122.67,1541022960.0,5746545.0,,83.0,1022.0,,55.45,57.02,53.96,,Portland,0.59,,US,2274.0,0.0044,1540997417.0,1541033852.0,1.0,16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",230.0,,8.05
